user_id,prod_id,rating,label,date,review
62911,268,5.0,-1,2013-11-20,"[u'come', u'first', u'time', u'brunch', u'couple', u'sundays', u'ago', u'food', u'great', u'bottomless', u'mimosas', u'bloody', u'marys', u'15', u'order', u'pancakes', u'get', u'best', u'pancakes', u'ive', u'life', u'girlfriend', u'get', u'fry', u'chicken', u'amaze', u'host', u'work', u'bubbly', u'definitely', u'make', u'us', u'feel', u'welcome', u'soon', u'arrive', u'time', u'leave', u'attentive', u'throughout', u'meal', u'make', u'sure', u'enjoy', u'everything', u'make', u'experience', u'great', u'server', u'funny', u'friendly', u'make', u'us', u'laugh', u'throughout', u'meal', u'ive', u'never', u'meet', u'brunch', u'staff', u'energetic', u'sunday', u'morning', u'food', u'service', u'deserve', u'5', u'star', u'blast']"
160940,920,4.0,-1,2013-09-08,"[u'look', u'mountain', u'smokey', u'nofuss', u'meat', u'deliciousness', u'place', u'long', u'organize', u'enough', u'book', u'brisket', u'weeks', u'months', u'advance', u'6', u'us', u'go', u'early', u'sit', u'even', u'6pm', u'make', u'time', u'3', u'beer', u'happy', u'hour', u'mostly', u'texan', u'beer', u'selection', u'perhaps', u'authentic', u'good', u'thing', u'place', u'brisket', u'pork', u'rib', u'beef', u'short', u'rib', u'options', u'night', u'meat', u'cook', u'offsite', u'bring', u'delaney', u'slice', u'serve', u'along', u'6', u'7', u'side', u'order', u'2', u'lbs', u'fatty', u'brisket', u'also', u'get', u'lean', u'depend', u'cut', u'3', u'lbs', u'pork', u'rib', u'2', u'potato', u'salads', u'1', u'brisket', u'chili', u'1', u'collard', u'green', u'unlimited', u'delicious', u'slice', u'potato', u'bread', u'pickle', u'raw', u'onions', u'hot', u'sauce', u'hand', u'wrap', u'hunks', u'succulent', u'drip', u'brisket', u'truly', u'best', u'brisket', u'ever', u'yes', u'want', u'fatty', u'brisket', u'dark', u'black', u'outer', u'char', u'coffee', u'peppery', u'rub', u'large', u'meaty', u'pork', u'rib', u'also', u'delicious', u'side', u'miss', u'creamy', u'celery', u'saltflavored', u'half', u'mash', u'half', u'chunky', u'potato', u'salad', u'awesome', u'collard', u'green', u'spicy', u'meat', u'texas', u'brisket', u'chili', u'divide', u'come', u'23', u'rib', u'plus', u'full', u'cross', u'slice', u'brisket', u'per', u'person', u'could', u'use', u'maybe', u'one', u'side', u'wish', u'coleslaw', u'somehow', u'still', u'room', u'taste', u'pie', u'share', u'1', u'slice', u'coconut', u'cream', u'peach', u'berry', u'chocolate', u'meh', u'except', u'coconut', u'yum', u'thank', u'bog', u'walk', u'across', u'williamsburg', u'bridge', u'meal', u'digest', u'fill', u'feast', u'definitely', u'good', u'bbq', u'say', u'sure', u'crave', u'briskettown', u'way', u'crave', u'dinosaur', u'bbq', u'chicken', u'wing', u'love', u'smoke', u'definitely', u'saucey', u'girl', u'heart']"
37582,120,4.0,-1,2012-06-22,"[u'amaze', u'food', u'amaze', u'service']"
63851,470,4.0,-1,2008-08-26,"[u'amaze', u'drink', u'baretnder', u'dont', u'know', u'still', u'scottish', u'one', u'brian', u'mcgrory', u'makemeyourwhory']"
23081,78,4.0,-1,2010-12-20,"[u'carmine', u'staple', u'list', u'favorite', u'nyc', u'restaurants', u'food', u'never', u'disappoint', u'service', u'excellent', u'make', u'sure', u'like', u'garlic', u'everything', u'big', u'fan', u'friday', u'night', u'chicken', u'romano', u'course', u'dish', u'garlic', u'oil', u'ive', u'go', u'20', u'years', u'never', u'problem', u'past', u'friday', u'night', u'certainly', u'know', u'friday', u'night', u'wait', u'long', u'accept', u'even', u'mind', u'sit', u'bar', u'martini', u'wait', u'host', u'never', u'pretend', u'wait', u'shorter', u'really', u'inform', u'would', u'45', u'minutres', u'hour', u'1', u'12', u'hours', u'complain', u'complain', u'usually', u'would', u'gladly', u'wait', u'2', u'hours', u'love', u'place', u'much', u'honesty', u'best', u'policy', u'manager', u'come', u'table', u'inform', u'waiter', u'wait', u'time', u'check', u'see', u'wait', u'exactly', u'1', u'hr', u'27', u'minutes', u'check', u'time', u'like', u'say', u'1', u'12', u'hours', u'disturb', u'say', u'host', u'tell', u'45', u'minutes', u'1', u'12', u'hours', u'didnt', u'happen', u'ask', u'often', u'host', u'use', u'unusual', u'time', u'frame', u'1', u'1', u'12', u'hours', u'sound', u'normal', u'least', u'hour', u'sound', u'normal', u'1', u'12', u'hours', u'better', u'sound', u'normal', u'start', u'countdown', u'45', u'minures', u'work', u'1', u'12', u'hours', u'ask', u'table', u'anyway', u'manager', u'defend', u'host', u'say', u'best', u'host', u'inform', u'come', u'years', u'twice', u'last', u'month', u'friday', u'night', u'recognize', u'best', u'host', u'previous', u'trip', u'establishment', u'walk', u'away', u'note', u'return', u'carmine', u'let', u'manager', u'know', u'tell', u'45', u'minutes', u'hour', u'keep', u'track']"
135802,723,4.0,-1,2014-01-29,"[u'go', u'birthday', u'couple', u'weeks', u'ago', u'amaze', u'always', u'accommodate', u'us', u'quickly', u'even', u'give', u'sangria', u'free', u'love', u'come', u'place', u'food', u'always', u'point', u'thank', u'alta']"
125536,906,4.0,-1,2014-12-13,"[u'eat', u'forget', u'definitely', u'come', u'back', u'food', u'delicious', u'wait', u'long', u'go', u'malaysian', u'friend', u'equally', u'satisfy', u'food', u'eat', u'day', u'happy', u'could', u'taste', u'authentic', u'malaysian', u'food']"
131063,682,5.0,-1,2014-12-02,"[u'el', u'lugar', u'es', u'sencillo', u'con', u'precios', u'accecibles', u'la', u'comida', u'la', u'atencion', u'son', u'excelentes', u'lo', u'recomiendo', u'ampliamente']"
130594,340,5.0,-1,2014-12-13,"[u'first', u'experience', u'shoppe', u'decide', u'try', u'famous', u'godfather', u'nutella', u'milkshake', u'two', u'blonde', u'fellows', u'behind', u'counter', u'make', u'one', u'one', u'word', u'exquisite', u'pure', u'genius', u'fine', u'young', u'men', u'astound', u'bite', u'godfather', u'taste', u'milkshake', u'know', u'slingers']"
42782,814,5.0,-1,2013-06-05,"[u'walter', u'foods', u'neighborhood', u'standby', u'theyve', u'never', u'really', u'do', u'wrong', u'last', u'nights', u'dinner', u'worth', u'special', u'mention', u'food', u'delicious', u'addition', u'cranberry', u'bean', u'welcome', u'say', u'best', u'thing', u'dinner', u'laura', u'server', u'im', u'exaggerate', u'say', u'nothing', u'within', u'reason', u'laura', u'could', u'do', u'differently', u'better', u'improve', u'din', u'experience', u'last', u'night', u'make', u'feel', u'welcome', u'comfortable', u'unpressured', u'server', u'ive', u'ever', u'isnt', u'say', u'rest', u'staff', u'inferior', u'ive', u'never', u'bad', u'experience', u'walter', u'laura', u'elevate', u'din', u'experience', u'level', u'dont', u'generally', u'expect', u'youd', u'hardpressed', u'find', u'comfortable', u'welcome', u'environment', u'williamsburg', u'one', u'walter', u'foods', u'create', u'great', u'part', u'hire', u'people', u'like', u'laura']"
